4	0.447214
5	0.447115
6	0.429396
7	0.42896
8	0.428058
9	0.417599
10	0.413288
11	0.411599
12	0.414873
13	0.414556
14	0.413062
15	0.411862
16	0.421333
17	0.421442
18	0.420748
19	0.419397
20	0.418422
21	0.418876
22	0.414349
23	0.417197
24	0.415876
25	0.416359
26	0.415945
27	0.41636
28	0.418137
29	0.417806
30	0.417933
